timestamp,VAR_001,VAR_002,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_013,VAR_014,VAR_015,VAR_016,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_024,VAR_025,VAR_026,VAR_027,VAR_028,VAR_029,VAR_030
2026-01-01T00:00:00Z,55.07,2208.63,164.14,890.09,45.22,2199.91,165.13,457.57,59.94,2200.82,165.58,722.85,39.83,2201.36,164.47,365.66,255.01,49.95,94.80,227.78,1813.47,3561.24,2.49,150.74,124.89,610.30,2.71,952.33,60.01,500.86
2026-01-01T00:10:00Z,55.31,2197.89,164.17,884.28,44.85,2194.17,164.71,443.40,60.12,2199.79,165.46,721.76,39.85,2205.53,165.17,367.57,249.11,50.51,94.96,225.72,1798.38,3560.66,2.45,149.81,119.44,596.96,2.56,957.49,59.34,491.67
2026-01-01T00:20:00Z,55.10,2187.10,164.29,898.48,45.07,2197.70,165.10,447.50,60.59,2186.76,165.83,726.21,39.42,2219.03,164.92,355.83,249.07,51.58,94.94,226.80,1798.92,3556.47,2.61,153.52,118.88,598.55,3.09,950.02,58.67,491.21
2026-01-01T00:30:00Z,55.01,2195.67,165.36,881.26,44.41,2205.03,164.93,442.46,60.49,2178.41,165.43,728.95,39.37,2214.78,164.83,349.02,254.05,49.60,94.96,230.99,1815.72,3557.66,2.60,149.70,120.70,596.64,3.19,963.42,58.15,494.76
2026-01-01T00:40:00Z,55.00,2198.16,165.16,890.59,44.90,2198.16,164.66,449.37,60.95,2181.55,165.39,742.65,39.31,2216.48,163.97,353.42,253.56,50.65,94.55,227.72,1798.97,3555.84,2.56,151.32,121.65,599.32,2.75,961.57,58.56,494.25
2026-01-01T00:50:00Z,54.88,2200.76,165.39,895.08,44.75,2200.67,164.96,447.81,60.78,2177.80,165.14,759.21,39.51,2215.86,163.98,354.04,256.34,52.46,94.22,229.73,1795.55,3553.13,2.53,150.44,121.74,603.85,2.68,949.11,58.17,487.77
2026-01-01T01:00:00Z,55.09,2202.48,165.76,889.02,44.77,2207.65,164.97,436.19,60.70,2185.04,165.26,758.84,39.74,2204.47,165.09,392.01,257.39,48.78,95.56,229.91,1809.64,3554.63,2.54,151.18,125.06,607.48,3.16,954.53,59.37,499.52
2026-01-01T01:10:00Z,54.53,2215.05,165.32,895.21,44.75,2203.39,165.83,433.58,60.39,2184.53,165.28,748.35,39.50,2205.78,164.88,382.26,254.43,49.36,95.64,231.46,1802.41,3547.35,2.74,151.41,122.26,608.09,2.85,948.36,58.87,502.81
2026-01-01T01:20:00Z,54.71,2208.77,164.78,890.67,44.47,2214.80,165.54,429.66,60.38,2185.85,165.46,714.70,39.62,2207.98,165.21,376.34,256.26,48.29,95.74,229.32,1812.22,3558.30,2.46,148.97,125.31,605.91,3.37,956.47,59.19,513.16
2026-01-01T01:30:00Z,54.85,2204.58,164.97,895.21,44.31,2214.77,164.57,418.35,60.46,2195.62,165.71,722.20,40.04,2196.12,165.40,386.90,251.64,48.97,95.51,223.66,1806.94,3549.01,2.35,149.71,121.41,601.79,3.32,947.67,58.21,498.22
