timestamp,VAR_001,VAR_002,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_013,VAR_014,VAR_015,VAR_016,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_024,VAR_025,VAR_026,VAR_027,VAR_028,VAR_029,VAR_030
2026-02-05T00:00:00Z,54.85,2199.03,165.48,906.47,33.40,2488.97,157.21,31.42,66.52,2031.83,169.69,949.33,33.44,2368.20,160.87,160.83,231.03,44.00,94.48,206.97,1789.49,3560.74,2.50,149.75,113.78,583.54,3.06,948.88,58.20,480.31
2026-02-05T00:10:00Z,54.76,2199.95,165.46,908.70,33.27,2489.64,156.66,25.72,65.96,2049.76,169.16,948.40,33.27,2372.63,160.85,142.20,227.48,42.44,93.81,204.12,1785.03,3554.55,2.52,147.64,109.51,585.56,2.88,948.21,58.54,488.35
2026-02-05T00:20:00Z,55.10,2193.89,165.40,898.61,33.77,2494.16,157.69,35.32,66.06,2044.30,169.08,947.30,33.28,2363.39,160.53,148.03,228.06,41.92,93.11,206.48,1775.77,3561.29,2.71,150.10,109.70,594.09,3.13,937.35,58.84,485.16
2026-02-05T00:30:00Z,55.20,2195.73,165.26,904.68,33.80,2477.14,157.62,51.58,66.05,2050.33,168.57,933.11,33.06,2366.56,160.93,156.15,235.56,41.46,93.18,211.86,1796.99,3557.86,2.57,148.01,113.22,594.67,3.05,941.47,59.09,500.69
2026-02-05T00:40:00Z,55.64,2181.24,165.58,901.08,34.04,2470.10,158.07,71.92,66.49,2036.19,169.09,943.31,33.18,2362.95,161.31,156.46,234.68,41.84,93.81,210.74,1784.73,3538.33,2.59,149.15,111.30,580.68,2.55,944.46,60.21,491.36
2026-02-05T00:50:00Z,55.77,2177.38,165.40,927.04,34.15,2470.11,157.42,62.67,66.65,2029.66,170.22,974.38,33.08,2365.28,161.03,145.20,233.28,43.08,93.95,208.95,1783.74,3544.93,2.54,147.27,112.58,590.95,2.73,944.61,60.20,500.17
2026-02-05T01:00:00Z,55.65,2188.34,165.81,918.71,34.32,2470.79,157.50,74.37,66.26,2040.71,170.07,961.24,32.77,2384.56,160.48,132.45,229.58,42.09,94.01,206.86,1781.60,3546.27,2.36,151.64,109.82,590.97,2.78,936.52,61.15,496.50
2026-02-05T01:10:00Z,55.10,2195.63,165.55,904.68,34.41,2469.46,157.28,74.91,66.16,2032.61,170.61,954.19,33.20,2361.00,160.75,130.33,227.96,41.51,94.25,208.41,1781.65,3555.41,2.64,149.49,109.38,586.32,2.75,934.04,60.37,481.49
2026-02-05T01:20:00Z,55.10,2203.04,165.09,896.78,34.47,2462.75,157.53,64.16,65.87,2050.66,169.97,939.99,32.89,2362.79,160.57,139.98,230.07,43.17,94.73,205.74,1776.80,3554.56,2.38,148.54,110.29,593.95,3.26,932.94,61.20,494.60
2026-02-05T01:30:00Z,55.18,2206.64,165.13,889.05,34.42,2459.19,157.64,82.71,66.47,2046.96,170.14,943.28,33.03,2369.23,160.93,144.65,228.06,40.99,94.03,202.27,1786.75,3552.53,2.53,150.96,106.98,590.41,2.98,946.08,59.84,496.37
2026-02-05T01:40:00Z,55.29,2195.12,164.15,889.74,34.39,2464.52,157.01,93.16,66.55,2046.23,170.07,946.98,33.11,2372.39,160.65,140.14,237.13,39.89,94.92,214.16,1783.07,3557.76,2.55,149.82,111.34,588.68,2.87,938.77,59.42,485.16
2026-02-05T01:50:00Z,55.03,2205.23,164.41,900.42,34.88,2460.17,157.45,83.13,66.87,2031.80,169.97,962.88,32.67,2385.39,160.29,128.35,237.81,42.50,94.15,215.54,1796.43,3554.49,2.43,147.06,114.50,589.38,2.72,946.51,60.31,484.52
2026-02-05T02:00:00Z,54.67,2202.71,164.50,899.50,34.97,2459.87,157.62,96.16,66.90,2023.31,169.75,967.59,32.90,2382.19,160.33,119.06,238.25,40.87,94.11,215.69,1795.36,3541.54,2.74,149.10,114.50,593.79,2.85,946.60,60.13,488.30
2026-02-05T02:10:00Z,54.72,2201.81,164.41,901.02,34.90,2449.26,157.16,80.36,66.81,2020.67,169.50,972.33,33.34,2364.22,159.90,134.58,233.78,41.67,93.88,209.64,1779.25,3552.22,2.61,152.00,112.23,581.33,3.11,942.14,59.66,485.20
