timestamp,VAR_001,VAR_002,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_013,VAR_014,VAR_015,VAR_016,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_024,VAR_025,VAR_026,VAR_027,VAR_028,VAR_029,VAR_030
2026-01-29T00:00:00Z,64.47,1956.51,171.70,1241.13,48.72,2098.39,167.66,591.98,45.81,2552.25,155.05,221.54,25.10,2571.20,156.95,0.00,228.20,42.32,92.95,209.95,1791.40,3545.47,2.55,148.77,108.13,587.63,3.15,949.43,60.67,499.96
2026-01-29T00:10:00Z,63.42,1974.41,171.53,1231.84,49.12,2101.72,168.09,598.78,46.16,2541.30,155.15,228.56,25.26,2569.53,157.53,0.00,229.09,42.51,94.38,204.61,1784.88,3563.01,2.41,149.63,109.88,586.19,3.37,949.56,59.95,486.47
2026-01-29T00:20:00Z,62.64,1992.53,171.54,1207.23,49.50,2099.55,168.42,603.26,45.89,2546.89,155.02,216.91,24.90,2564.36,157.04,0.00,229.82,42.52,94.43,206.14,1784.06,3553.66,2.71,151.97,110.10,586.44,2.81,951.67,59.74,500.39
2026-01-29T00:30:00Z,61.95,2016.30,170.46,1179.05,49.88,2091.92,167.41,592.34,45.82,2552.51,155.66,,25.19,2573.16,158.06,0.00,225.93,40.09,93.27,201.18,1791.15,3552.85,2.45,152.13,107.29,586.38,3.19,942.23,59.98,490.15
2026-01-29T00:40:00Z,60.69,2048.24,169.66,1131.08,49.71,2089.15,167.71,603.69,45.95,2558.10,154.53,212.22,25.34,2568.57,157.37,0.00,222.01,38.21,92.52,200.65,1773.87,3550.93,2.50,149.53,105.17,577.17,3.08,942.83,60.33,470.46
2026-01-29T00:50:00Z,59.54,2070.56,169.93,1095.29,49.72,2081.82,169.01,611.26,45.94,2548.93,154.52,207.57,25.21,2567.60,157.17,0.00,226.61,37.71,92.47,203.03,1780.89,3560.68,2.50,151.16,107.45,583.92,3.46,934.69,61.87,483.92
2026-01-29T01:00:00Z,,2094.47,169.22,1064.55,50.50,2066.20,169.25,627.33,45.87,2553.65,154.42,211.22,24.93,2577.38,157.18,0.00,226.57,37.83,92.87,202.70,1769.15,3552.10,2.58,149.81,107.71,590.39,2.63,936.99,59.64,492.38
2026-01-29T01:10:00Z,57.91,2120.59,168.60,1038.86,50.63,2057.88,169.01,641.20,45.67,2555.23,155.81,225.31,24.65,2575.48,157.49,0.00,232.28,39.23,93.27,206.76,1789.31,3536.63,2.50,150.53,107.89,589.49,3.16,943.95,59.11,496.50
2026-01-29T01:20:00Z,57.42,2134.14,167.96,1014.62,51.10,2058.60,169.11,647.92,45.34,2565.73,155.05,213.26,24.31,2576.76,157.55,0.00,228.27,39.01,93.12,206.67,1783.07,3544.49,2.63,148.93,108.07,592.02,2.83,939.64,58.84,496.71
2026-01-29T01:30:00Z,56.90,2147.31,167.74,990.91,51.05,2052.89,169.75,646.51,45.34,2571.09,154.66,201.07,23.91,2604.52,158.07,0.00,224.87,39.12,92.05,202.11,1783.81,3555.38,2.55,151.32,106.30,586.19,3.09,944.35,59.86,478.96
2026-01-29T01:40:00Z,56.37,2159.77,166.83,975.63,51.61,2048.63,170.10,652.20,44.99,2571.66,154.64,209.04,24.18,2602.32,158.41,0.00,225.60,40.20,92.35,201.19,1776.82,3550.22,2.76,148.00,106.97,584.25,2.94,941.25,59.30,480.83
2026-01-29T01:50:00Z,55.87,2172.35,165.86,957.26,51.59,2026.67,169.45,671.25,45.11,2573.04,154.21,196.54,24.68,2596.24,157.64,0.00,222.26,41.18,92.47,201.86,1782.47,3560.56,2.48,150.46,104.71,585.34,2.93,941.62,60.14,481.06
