timestamp,VAR_001,VAR_002,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_013,VAR_014,VAR_015,VAR_016,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_024,VAR_025,VAR_026,VAR_027,VAR_028,VAR_029,VAR_030
2026-01-22T00:00:00Z,67.66,1894.10,172.90,1345.62,34.48,2472.34,157.22,57.22,53.47,2357.12,161.48,491.33,36.39,2292.74,162.27,251.02,233.26,42.93,94.28,210.12,1786.27,3538.94,2.54,149.71,113.94,590.63,2.88,937.45,60.49,494.67
2026-01-22T00:10:00Z,67.67,1888.71,173.54,1352.47,34.16,2479.98,157.06,65.24,53.36,2376.18,161.10,475.32,36.11,2299.63,162.16,250.43,233.03,41.99,94.71,209.85,1783.67,3545.59,2.29,149.00,112.31,587.61,3.13,942.69,61.49,488.42
2026-01-22T00:20:00Z,67.38,1878.87,174.67,1343.35,33.57,2482.17,157.39,56.81,53.65,2366.32,160.92,461.20,36.00,2301.46,162.40,250.47,240.01,42.69,94.47,214.62,1795.97,3541.84,2.37,149.83,117.39,591.48,3.24,950.44,60.07,481.59
2026-01-22T00:30:00Z,67.25,1883.25,174.27,1351.88,33.55,2485.22,157.55,50.30,53.75,2360.43,161.22,484.32,35.87,2298.10,162.41,251.86,239.69,43.72,94.07,214.78,1778.39,3544.55,2.56,149.55,115.40,591.49,3.21,936.52,60.44,496.05
2026-01-22T00:40:00Z,66.94,1894.71,174.14,1339.18,33.53,2486.91,157.67,46.93,53.84,2355.89,161.24,499.40,35.95,2304.08,162.43,244.08,233.69,45.90,94.53,213.16,1789.94,3550.55,2.29,148.25,111.81,,2.62,947.61,58.86,498.80
2026-01-22T00:50:00Z,67.15,1892.90,174.19,1336.26,33.92,2488.36,157.82,53.81,53.90,2354.71,161.96,516.99,35.56,2308.19,162.25,242.37,232.71,43.26,93.75,212.48,1776.46,3560.94,2.68,149.49,110.98,591.55,2.72,932.47,59.66,500.54
2026-01-22T01:00:00Z,67.09,1900.28,173.67,1330.81,34.14,2475.90,158.14,63.55,54.00,2351.06,160.44,510.45,35.88,2302.14,162.40,219.01,235.22,42.44,93.94,211.82,1780.96,3549.78,2.46,149.76,113.44,590.68,2.86,942.68,58.83,496.56
2026-01-22T01:10:00Z,67.48,1898.00,173.83,1321.83,34.31,2471.38,158.08,81.16,53.55,2347.35,160.62,515.79,35.84,2310.51,162.43,230.25,235.14,41.60,93.61,214.45,1788.16,3555.99,2.39,150.54,113.30,597.77,2.89,943.30,59.02,501.85
2026-01-22T01:20:00Z,67.62,1901.43,173.77,1318.55,33.54,2484.98,157.03,61.85,53.58,2345.66,161.10,508.48,35.76,2302.07,162.01,242.08,235.24,42.58,92.69,210.31,1785.14,3550.16,2.38,148.40,111.70,593.52,2.90,944.03,59.09,501.98
2026-01-22T01:30:00Z,67.43,1888.91,173.68,1330.82,33.74,2492.12,156.60,57.55,53.63,2348.29,160.67,510.47,35.54,2311.75,162.30,227.68,232.69,41.12,92.79,210.82,1778.16,3539.82,2.55,148.45,109.66,593.98,2.71,938.14,59.22,492.36
