timestamp,VAR_001,VAR_002,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_013,VAR_014,VAR_015,VAR_016,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_024,VAR_025,VAR_026,VAR_027,VAR_028,VAR_029,VAR_030
2026-03-19T00:00:00Z,65.04,1936.63,172.76,1269.46,54.08,1972.97,171.33,779.03,53.66,2359.02,161.24,485.08,29.36,2466.37,157.88,9.39,257.29,53.29,95.81,231.49,1805.75,3540.61,2.55,150.62,121.61,601.25,3.03,949.95,58.91,506.93
2026-03-19T00:10:00Z,64.51,1956.42,172.80,1250.01,54.21,1975.01,172.32,791.75,53.72,2351.44,160.14,480.96,29.17,2486.04,157.53,2.85,250.94,51.93,94.98,226.08,1791.59,3557.40,2.57,151.55,119.42,597.17,2.90,939.29,60.09,491.52
2026-03-19T00:20:00Z,64.43,1952.76,172.50,1248.61,54.31,1974.88,172.08,794.90,53.42,2359.96,160.63,482.56,29.39,2462.97,157.07,8.95,256.62,53.38,94.87,231.08,1810.19,3562.86,2.53,149.72,124.58,603.54,3.23,963.45,60.00,505.01
2026-03-19T00:30:00Z,63.72,1973.58,171.86,1225.33,54.44,1961.50,171.41,773.52,53.34,2359.05,160.32,484.03,29.36,2463.61,156.93,8.34,261.14,52.21,94.93,236.18,1813.26,3541.15,2.38,,126.96,606.29,2.59,958.69,60.12,508.34
2026-03-19T00:40:00Z,64.28,1968.40,172.00,1251.93,54.40,1969.88,170.88,787.98,53.09,2364.55,159.77,471.36,29.40,2469.41,157.37,18.62,252.22,53.66,95.64,223.86,1802.45,3560.61,2.39,151.44,120.49,604.23,2.96,949.77,59.16,507.44
2026-03-19T00:50:00Z,63.83,1979.87,171.55,1220.27,54.22,1977.66,171.05,775.67,53.10,2366.36,159.80,474.31,29.51,2476.75,156.94,1.83,251.51,49.87,95.50,227.79,1795.80,3540.63,2.71,150.04,119.63,598.08,2.81,946.14,59.02,487.03
2026-03-19T01:00:00Z,63.50,1986.50,171.18,1207.72,54.52,1962.50,170.52,769.11,53.17,2372.99,159.36,473.81,29.35,2467.82,157.24,0.00,250.41,49.54,95.49,224.14,1802.14,3552.79,2.41,149.65,119.28,594.97,3.34,954.62,59.45,482.27
2026-03-19T01:10:00Z,62.95,2000.64,171.10,1192.78,54.68,1954.35,171.06,776.91,52.89,2375.66,160.50,471.32,29.74,2455.01,156.95,0.00,244.51,49.52,95.90,215.41,1793.25,3559.02,2.45,148.01,119.02,601.88,2.94,942.15,59.65,494.01
2026-03-19T01:20:00Z,62.67,2002.58,170.75,1187.00,54.81,1958.79,171.60,789.32,53.08,2378.67,160.25,475.95,29.72,2462.07,157.00,10.89,249.59,49.80,94.50,225.72,1800.66,3541.75,2.37,149.72,,601.64,2.90,954.76,60.12,497.88
2026-03-19T01:30:00Z,62.09,2023.89,170.49,1166.46,54.90,1952.57,171.50,786.88,53.59,2370.94,160.48,488.55,30.00,2451.41,157.58,14.48,247.85,48.86,94.58,221.49,1798.44,3560.59,2.45,150.67,119.50,596.27,2.73,954.26,60.33,502.89
2026-03-19T01:40:00Z,61.74,2027.92,169.74,1158.56,55.31,1940.73,171.75,804.01,53.92,2356.87,160.14,491.69,29.98,2450.64,157.29,27.59,253.43,50.49,94.89,232.32,1801.40,3541.64,2.24,149.87,122.01,608.84,2.89,950.74,60.32,505.10
2026-03-19T01:50:00Z,61.43,2040.90,170.73,1151.31,55.31,1942.61,172.12,820.22,53.71,2360.43,160.70,484.89,30.14,2441.59,157.97,26.30,256.62,51.65,95.14,231.95,1809.99,3553.20,2.32,149.19,123.68,601.00,3.05,952.56,61.92,492.69
2026-03-19T02:00:00Z,61.01,2047.20,169.93,1134.82,55.77,1918.77,172.28,837.66,53.48,2356.89,160.66,482.13,30.15,2447.57,157.75,21.04,255.60,51.28,94.69,229.63,1805.86,3547.65,2.77,147.93,123.77,602.07,3.10,949.87,60.74,505.48
2026-03-19T02:10:00Z,61.25,2040.91,169.48,1122.97,56.13,1930.74,171.98,821.30,53.39,2362.23,160.83,485.90,30.04,2448.04,157.08,31.97,250.87,48.82,94.94,224.77,1801.93,3551.77,2.32,150.44,121.86,601.68,3.38,952.70,60.54,496.14
2026-03-19T02:20:00Z,61.37,2032.31,169.47,1115.84,56.50,1916.85,172.76,832.47,53.53,2355.20,160.50,487.79,29.78,2449.76,157.35,27.50,253.45,53.48,94.35,228.34,1804.01,3548.66,2.58,150.17,121.51,607.77,3.19,944.73,60.84,508.84
2026-03-19T02:30:00Z,61.72,2036.37,170.35,1139.77,56.58,1910.18,172.85,855.41,53.46,2359.22,159.75,469.59,29.66,2456.66,157.07,6.22,247.80,50.88,94.59,219.28,1799.64,3535.59,2.38,148.56,122.20,601.36,3.18,947.48,60.28,507.04
2026-03-19T02:40:00Z,61.55,2042.43,170.80,1123.57,56.31,1924.44,172.44,848.55,53.29,2371.25,159.83,481.17,29.79,2463.24,156.94,3.76,250.27,50.24,95.38,225.35,1799.48,3564.71,2.78,146.60,119.27,593.73,2.97,952.03,59.85,500.24
