timestamp,VAR_001,VAR_002,VAR_003,VAR_004,VAR_005,VAR_006,VAR_007,VAR_008,VAR_009,VAR_010,VAR_011,VAR_012,VAR_013,VAR_014,VAR_015,VAR_016,VAR_017,VAR_018,VAR_019,VAR_020,VAR_021,VAR_022,VAR_023,VAR_024,VAR_025,VAR_026,VAR_027,VAR_028,VAR_029,VAR_030
2026-04-02T00:00:00Z,60.84,2057.13,168.66,1115.38,47.48,2145.18,167.29,540.08,64.46,2089.42,167.29,862.58,37.59,2238.65,163.37,309.10,270.17,57.12,95.51,244.27,1816.78,3540.87,2.44,148.73,127.89,607.79,2.84,963.62,58.42,508.26
2026-04-02T00:10:00Z,60.67,2056.59,168.62,1098.18,47.51,2141.31,166.62,538.07,64.34,2092.03,167.04,859.27,36.92,2255.36,163.50,305.67,266.76,57.76,95.86,239.39,1810.84,3560.14,2.43,150.25,129.65,613.75,2.91,951.28,,504.93
2026-04-02T00:20:00Z,60.46,2064.35,169.07,1098.68,47.35,2148.12,166.47,536.26,65.08,2076.87,167.37,885.65,36.00,2278.07,162.86,282.27,269.18,57.96,95.26,243.12,1814.84,3536.39,2.38,152.05,129.11,614.20,3.11,957.69,59.53,514.43
2026-04-02T00:30:00Z,60.29,2065.76,168.40,1084.49,47.37,2153.14,166.10,519.26,65.43,2066.73,167.83,899.55,35.55,2299.39,162.45,255.10,268.23,57.95,97.11,237.62,1815.32,3558.53,2.43,152.89,127.71,617.56,3.00,962.43,59.64,511.59
2026-04-02T00:40:00Z,60.56,2064.81,168.92,1084.33,47.12,2159.77,166.22,531.65,66.17,2052.16,168.51,918.28,34.98,2321.61,162.89,225.61,265.77,57.47,96.80,239.29,1805.57,3560.58,2.59,150.31,124.91,611.85,2.87,952.48,60.36,500.67
2026-04-02T00:50:00Z,60.00,2078.61,168.42,1077.23,47.20,2152.30,167.01,538.04,66.16,2041.43,168.67,932.08,34.34,2328.41,161.12,207.38,265.00,55.24,96.29,235.70,1810.74,3559.22,2.48,148.87,128.19,604.15,2.80,955.42,61.41,499.39
2026-04-02T01:00:00Z,60.29,2062.96,167.96,1089.18,47.30,2145.71,167.27,544.27,66.78,2033.17,169.13,945.61,33.69,2344.51,161.11,181.89,265.26,57.54,95.51,240.35,1815.88,3544.99,2.63,150.87,123.94,605.98,2.72,955.77,61.19,503.97
2026-04-02T01:10:00Z,60.42,2058.99,167.54,1089.52,47.45,2141.75,166.46,514.84,67.14,2028.33,169.83,947.66,33.49,2356.64,160.28,167.14,267.19,56.92,96.67,237.40,1810.84,3549.83,2.60,150.23,,608.24,3.29,964.52,61.67,510.34
2026-04-02T01:20:00Z,60.09,2069.90,168.25,1097.80,47.52,2140.42,166.42,525.00,67.44,2025.44,169.21,948.10,33.20,2368.90,160.54,152.32,267.47,57.13,96.86,237.71,1811.45,3549.67,2.50,152.94,130.40,616.31,2.92,946.80,61.65,513.86
2026-04-02T01:30:00Z,60.08,2067.02,168.39,1075.84,47.56,2125.20,166.28,534.60,67.49,2016.00,169.72,977.59,32.85,2374.78,160.16,141.05,263.66,57.42,95.88,234.60,1799.00,3548.45,2.76,150.08,127.50,615.35,3.12,942.67,60.43,513.82
2026-04-02T01:40:00Z,60.20,2062.79,169.00,1086.09,47.35,2143.24,166.37,530.90,67.20,2032.02,169.72,966.62,32.04,2389.30,160.18,125.80,260.36,56.65,96.19,234.95,1815.54,3566.52,2.65,151.55,124.61,601.73,3.05,957.53,61.68,497.44
